dataset,planning_seed,planning_mode,w,p_d,tau,P_detect,RMST,L,exposure_multiplicity,revisit_fraction,observed_cells,T,H,T_common,H_common,actual_distance_total,planner_wall_time,number_of_replans,initial_positions,initial_positions_hash,trajectory_hash,simulation_victim_model,evaluation_victim_model,victim_sampling_model,evaluation_num_victims,simulation_num_victims,condition_key,condition_key_hash,environment_type,environment_climate,prior_support,prior_entropy,implementation_version,git_commit,source_hash,experiment_id,config_hash,victim_seed,sensor_seed,distribution_seed,failure_seed,belief_model,fix_profile,behavior_profile,num_drones,budget,size,fov_deg,altitude,drone_speed,victim_speed,dt
10,44,dynamic_3step,0.5,0.8,10000.0,0.29417340695842653,7191.405879094817,0.29439622731991105,14.761262021258647,0.9322551148702709,11854,8748,8749,8933,8934,200012.5972585254,453.54393836995587,4162,"[[334315.9840595574,5725049.084105466],[334197.8236000696,5725068.653909299],[334327.9832340155,5725092.6038039895],[334309.7195218816,5725063.384940596],[334245.0691957289,5724943.152220613]]",c7b98fa8a6fd7a67d10513d55076aade048023f35a0553cb06267d4f6ef018b5,4401ecc6be2ae525894c192b6f4cb189c33a98afe9b21efad626a1692ea19ba1,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,47,online_static_3step,0.5,0.8,10000.0,0.12134072340780724,8064.848392617824,0.1214580573223378,89.52738036507154,0.988830232763181,2027,9073,9074,9073,9074,200019.95504515502,340.9408912844956,3485,"[[334275.04454964265,5724927.014402416],[334248.07564489753,5725020.703303794],[334334.9252106965,5725002.002782855],[334307.9504744421,5725101.855164014],[334237.32192149584,5725010.22034794]]",534d6bf750939fd4a2adea1cb6e5bf6962100438a5d1f081e7ea7ace1d556989,946b493e1f1e572803efcba787f342a46ba471a96980b41f698f23111e50b8c0,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,47,dynamic_3step,0.5,0.8,10000.0,0.2955028669868479,7337.795285580804,0.29572676692145916,14.462989000082706,0.9308579989935496,12091,8743,8744,9073,9074,200005.23458756466,428.23669823561795,4069,"[[334275.04454964265,5724927.014402416],[334248.07564489753,5725020.703303794],[334334.9252106965,5725002.002782855],[334307.9504744421,5725101.855164014],[334237.32192149584,5725010.22034794]]",534d6bf750939fd4a2adea1cb6e5bf6962100438a5d1f081e7ea7ace1d556989,fa2440f110fadd31d93880a44faf61f887df39715679a5bce97011daa497b749,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,45,online_static_3step,0.5,0.8,10000.0,0.13252531382396676,7990.134586144176,0.1326643383064388,69.58665644171779,0.9856294288138768,2608,9073,9074,9073,9074,200016.8998527769,512.5694920052774,5376,"[[334214.3573079379,5724981.472488245],[334287.2319513471,5724923.950527903],[334191.4163765472,5725008.043513834],[334301.54773942236,5724939.80748086],[334210.7322952044,5725058.230726799]]",8a7e98c8245c80a6f01e0226d2d2656885f2cb7610bee2dc775b06c99ab4ad79,9caddb731debdf4d73f89b18839ba97c8cdfca4d2137f1a2564e70b47c76641b,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,45,dynamic_3step,0.5,0.8,10000.0,0.2891278550543886,7350.955224546353,0.28933971504100564,15.403235733755386,0.9350785758729543,11373,8758,8759,9073,9074,200000.87981180876,447.6189332429785,4231,"[[334214.3573079379,5724981.472488245],[334287.2319513471,5724923.950527903],[334191.4163765472,5725008.043513834],[334301.54773942236,5724939.80748086],[334210.7322952044,5725058.230726799]]",8a7e98c8245c80a6f01e0226d2d2656885f2cb7610bee2dc775b06c99ab4ad79,dadf3fbe3e238333721d139f8e7009d55fb4c007acb2907451b5b1f72be8f8de,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,46,online_static_3step,0.5,0.8,10000.0,0.14293529816712947,7684.491043820089,0.14304686988030732,62.30304101838755,0.9839494191029156,2828,8809,8810,8809,8810,200010.1904282522,392.20516418805346,4051,"[[334302.55779995414,5724998.180605194],[334268.36899595597,5725091.779270053],[334306.1917090609,5725001.975158726],[334218.91864908,5724949.808111246],[334193.22153253027,5725007.498045916]]",9ee63faabcca9d7ea56158b9a7b93c43e3bd66789637b328ac894e71f26729ce,fa4519f950dd49990ec24fd22f83a8dfbf45b7a8bd0c8595d0458a7aa24600db,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,46,dynamic_3step,0.5,0.8,10000.0,0.26929278380356575,7129.846280964748,0.2694729909991335,15.637760114316334,0.936052222780646,11197,8754,8755,8809,8810,200015.10478324493,448.1943822556641,4139,"[[334302.55779995414,5724998.180605194],[334268.36899595597,5725091.779270053],[334306.1917090609,5725001.975158726],[334218.91864908,5724949.808111246],[334193.22153253027,5725007.498045916]]",9ee63faabcca9d7ea56158b9a7b93c43e3bd66789637b328ac894e71f26729ce,5dc8eded9dfffc4c3f593e6729bdbba047bb11d4b306beb7fdffbf85f154a57b,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,49,online_static_3step,0.5,0.8,10000.0,0.13278507036035875,7971.124664399914,0.13290371205966817,69.32070417145044,0.985574295415022,2613,9056,9057,9056,9057,200023.7988923466,428.5519454665482,4450,"[[334229.3632394197,5725072.168818314],[334218.0510657913,5725063.304285395],[334273.0122088742,5725004.039631271],[334295.95106640976,5724915.288878261],[334246.1550359129,5725011.764393869]]",60433548930247880d436336dc0c24b5722e1f405496f3395bc41214162a99f6,d62825b9c8e2bdc488022e22080bdfc43ca524470927f880c1e4e344e10306f8,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,49,dynamic_3step,0.5,0.8,10000.0,0.2751072026371461,7299.273201711035,0.2753375521415366,13.520589142504626,0.9260387258676248,12968,8766,8767,9056,9057,200017.81787904268,450.0028072630521,4236,"[[334229.3632394197,5725072.168818314],[334218.0510657913,5725063.304285395],[334273.0122088742,5725004.039631271],[334295.95106640976,5724915.288878261],[334246.1550359129,5725011.764393869]]",60433548930247880d436336dc0c24b5722e1f405496f3395bc41214162a99f6,0b4004020b83776137dede3344f42fa40b8beb1e81891c8ad3b30f895704e285,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,48,online_static_3step,0.5,0.8,10000.0,0.14249745884673357,7810.489348510417,0.14261757463393704,63.46983676366217,0.9842444844513525,2818,8942,8943,8942,8943,200007.78085988906,474.4423299613409,4869,"[[334220.7584518964,5725063.768145641],[334196.4912505313,5725006.496216538],[334226.09244485555,5724937.705004173],[334218.1255894802,5724974.839774018],[334285.7569015989,5724968.255193128]]",f1d4268a7fc06b15f7692db6342f402bb3f8002b9b7058c5a0ea51e1aecefd26,f2a634c7f1ccc88349fc3302f5632b62885ddb4e86d683925383f5521b868f95,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,48,dynamic_3step,0.5,0.8,10000.0,0.26760742447880603,7307.244102042825,0.2678009631784501,15.057484103797904,0.9335878428888547,11638,8761,8762,8942,8943,200003.7779855348,460.59748771670274,4266,"[[334220.7584518964,5725063.768145641],[334196.4912505313,5725006.496216538],[334226.09244485555,5724937.705004173],[334218.1255894802,5724974.839774018],[334285.7569015989,5724968.255193128]]",f1d4268a7fc06b15f7692db6342f402bb3f8002b9b7058c5a0ea51e1aecefd26,d9f2fcb4822a606f56bcc94cca720a552e8088b109a9967f067434c3361b9589,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,50,online_static_3step,0.5,0.8,10000.0,0.14088505313024674,7819.094856748731,0.14102774937491974,64.27935368043087,0.984442905182719,2785,8950,8951,8950,8951,200018.19959903994,470.91380193270743,4818,"[[334300.7860474235,5724924.920300336],[334185.28645410074,5724984.462749872],[334286.16062007094,5725093.869833569],[334347.9162294534,5725043.326808645],[334237.3473894879,5725043.405227825]]",8283a2834388f9c63cfd0cea6a48fcee18a5ba4c6e6ba3aa66a9c3f28824aa66,e43f10c22302c36631e529e0704728e72139fe6afcf35f10c2016a7589453376,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,50,dynamic_3step,0.5,0.8,10000.0,0.2973271562448613,7166.416845097077,0.2975339559386371,14.543472834678425,0.9312406320438449,12019,8739,8740,8950,8951,200004.56957476086,441.8652663715184,4138,"[[334300.7860474235,5724924.920300336],[334185.28645410074,5724984.462749872],[334286.16062007094,5725093.869833569],[334347.9162294534,5725043.326808645],[334237.3473894879,5725043.405227825]]",8283a2834388f9c63cfd0cea6a48fcee18a5ba4c6e6ba3aa66a9c3f28824aa66,2c0b7cdc7e0797a05a86d5b6745e3d571cfca1a54162ffa72effc368050c5fca,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,51,online_static_3step,0.5,0.8,10000.0,0.11637620420299638,7858.671129184629,0.11646817441622583,92.41080797481636,0.9891787549322962,1906,8806,8807,8806,8807,200011.23219624688,445.7298083463684,4564,"[[334331.34945856873,5724994.104607949],[334278.059959227,5725060.873407095],[334290.01276670006,5724968.360705122],[334308.87607642583,5724933.31143598],[334217.6852865426,5725046.811770091]]",511218dd01b3f07057afc14325022c4e82154b26ec43f956302ef375f1badadf,0bd4adbfb34266d10733604754d60f97dd5426eac65eb4243359e3feb3907099,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
10,51,dynamic_3step,0.5,0.8,10000.0,0.30938512862459366,7019.977877431286,0.30962435828522733,13.965022707353995,0.9283925260305235,12551,8763,8764,8806,8807,200024.4199576846,457.14513816242106,4222,"[[334331.34945856873,5724994.104607949],[334278.059959227,5725060.873407095],[334290.01276670006,5724968.360705122],[334308.87607642583,5724933.31143598],[334217.6852865426,5725046.811770091]]",511218dd01b3f07057afc14325022c4e82154b26ec43f956302ef375f1badadf,e89ae50b4da76a12f247465573e5a4a3b11231a46744bd39034bff380ff078f2,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,159830,11.433950297577853,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
11,42,online_static_3step,0.5,0.8,10000.0,0.2710537800952187,6914.677084404547,0.271418758372482,14.065887172484425,0.928906012984649,11717,8340,8341,8369,8370,200020.93198845917,375.03477027779445,3797,"[[407099.5354039874,6044269.654278247],[407142.2628210945,6044270.3422409315],[407171.5809632287,6044390.249119786],[407095.80187730124,6044246.709943859],[407136.118463462,6044383.526865833]]",1cb1e79d07c1a001fd4c5b9ce4fe3d27ab95c671552b93dc4f89281a9b88aa3d,1130768cd949372d3f1152162598a66f8f0014c68265ac52304a8c821c17482b,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,200570,11.55402629706672,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
11,42,dynamic_3step,0.5,0.8,10000.0,0.3234973166391756,6834.245242508436,0.32400131994702525,11.799089032809052,0.9152476943584918,14051,8369,8370,8369,8370,200023.08265169163,477.81707987515256,4405,"[[407099.5354039874,6044269.654278247],[407142.2628210945,6044270.3422409315],[407171.5809632287,6044390.249119786],[407095.80187730124,6044246.709943859],[407136.118463462,6044383.526865833]]",1cb1e79d07c1a001fd4c5b9ce4fe3d27ab95c671552b93dc4f89281a9b88aa3d,50bae3d349f1e4ace9e81e7839279c35943108fdeb80c89a904c204637d9b70a,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,200570,11.55402629706672,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
11,43,online_static_3step,0.5,0.8,10000.0,0.20232937168884696,7144.521326355947,0.20261324138548503,20.35608491730437,0.9508746399878732,8102,8343,8344,8363,8364,200003.99125285755,415.9419459858909,4265,"[[407077.5492028859,6044318.050533417],[407180.48541141156,6044346.651617973],[407049.12814076175,6044310.475795228],[407090.1796215503,6044283.805414461],[407030.75408596674,6044367.515327778]]",34a093634a379cccc3f19c065026cb0f022e187ed8a6685ddd38a12cadcab079,cfcddaf0ca4263207bf6d67b68d1c7aa5e71c8893f9d907dfb5747db4a15cc25,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,200570,11.55402629706672,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
11,43,dynamic_3step,0.5,0.8,10000.0,0.32295024010668155,6744.027676199803,0.32348901570949656,10.997144375083012,0.9090673027567258,15058,8363,8364,8363,8364,200007.28777893982,453.83189804502763,4217,"[[407077.5492028859,6044318.050533417],[407180.48541141156,6044346.651617973],[407049.12814076175,6044310.475795228],[407090.1796215503,6044283.805414461],[407030.75408596674,6044367.515327778]]",34a093634a379cccc3f19c065026cb0f022e187ed8a6685ddd38a12cadcab079,33a0784c7274c71c814deb679ad192724b2d041f23e73547fd93c0fb594ff4b5,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,200570,11.55402629706672,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
11,44,online_static_3step,0.5,0.8,10000.0,0.22781999693574387,6986.6526578158,0.22816572922584952,17.766344086021505,0.9437137998026957,9300,8352,8353,8368,8369,200000.4696551021,422.88199698133394,4267,"[[407126.0710900883,6044370.523872649],[407007.9106306005,6044390.093676482],[407138.07026454643,6044414.043571173],[407119.8065524125,6044384.82470778],[407055.15622625983,6044264.591987797]]",53530657e9075a9c22d32ae92ddfae87139fe25651b2690a9ce00c2e03351761,3df0638e658d76ce4af98e08d5e836077f2c9f44211ffbcb36a1bd395a3c6112,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,200570,11.55402629706672,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
11,44,dynamic_3step,0.5,0.8,10000.0,0.3228046251635245,6748.061727784006,0.3233271549842916,11.620863712843523,0.9139478764478765,14264,8368,8369,8368,8369,200009.28349947563,444.9369169254787,4120,"[[407126.0710900883,6044370.523872649],[407007.9106306005,6044390.093676482],[407138.07026454643,6044414.043571173],[407119.8065524125,6044384.82470778],[407055.15622625983,6044264.591987797]]",53530657e9075a9c22d32ae92ddfae87139fe25651b2690a9ce00c2e03351761,0c09355ef101dd16da74c43bf676a98fb732ab54458abb5d06ce5613b524636f,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,200570,11.55402629706672,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
11,45,online_static_3step,0.5,0.8,10000.0,0.25593941101672957,6908.605473895526,0.2562681303829713,15.568735719725819,0.935768708647743,10504,8302,8303,8366,8367,200019.56309232654,448.00006472389214,4455,"[[407024.44433846883,6044302.912255429],[407097.318981878,6044245.390295086],[407001.5034070781,6044329.483281017],[407111.63476995326,6044261.247248043],[407020.8193257353,6044379.670493983]]",78629cfa8aed03ddf734cf5143bee3141caa6f77ea5469d53b714c177795bef9,273b6d21abbddbf5f0925f81729879f17615b178bd076b336718bd58144335a6,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,200570,11.55402629706672,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
