dataset,planning_seed,w,L_static3,revisit_static3,newcov_static3,replans_static3,wall_static3,L_dyn3,revisit_dyn3,newcov_dyn3,replans_dyn3,wall_dyn3,Pdet_static3,RMST_static3,Pdet_dyn3,RMST_dyn3,horizon,T_static,T_dynamic,T_common,revisit_weight,implementation_version,git_commit,experiment_id,config_hash,source_hash,belief_model,planning_mode,simulation_num_victims,evaluation_num_victims,victim_model,simulation_victim_model,victim_sampling_model,detection_probability,decay_tau,victim_seed,sensor_seed,budget,size,dPdet,dRMST,dRMST_rel,dL
10,44,0.5,0.1267983131616247,0.9880847777298956,0.0062424315282375,4049,121.01854816148987,0.2942971726479819,0.9322551148702708,0.0347570612192239,4162,134.03946092689876,0.1267425178726199,7896.983489790072,0.2941734069584265,7191.405879094817,8934,8933,8748,8933,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.16743088908580658,705.5776106952553,0.07897667457972413,0.16749885948635718
10,44,1.0,0.0031034001837816,0.9995223391733056,0.0002462960302357,4598,134.6539598851232,0.2789575914295442,0.9398218640167604,0.0308251210222458,4155,131.57278061343823,0.0030982337017811,8765.919494575819,0.2788753065325498,7156.094297705891,8793,8792,8734,8792,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.27577707283076874,1609.8251968699278,0.18308031353007254,0.2758541912457626
10,45,0.0,0.274066232406901,0.9295564793594284,0.0363198681729819,4328,114.72685200721024,0.274066232406901,0.9295564793594284,0.0363198681729819,4328,119.0457321862923,0.2738494938937409,7136.546625677248,0.2738494938937409,7136.546625677248,8792,8791,8791,8791,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,45,0.5,0.1326197011090553,0.9856294288138768,0.007646905319701,5376,162.08678617654368,0.2892423617195634,0.9350785758729544,0.0333467232365644,4231,138.80628923140466,0.1325253138239667,7990.134586144176,0.2891278550543886,7350.955224546353,9074,9073,8758,9073,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1566025412304219,639.1793615978231,0.07044074956996067,0.1566226606105081
10,45,1.0,0.0031159626528597,0.9995703628481036,0.0002257713610494,4978,147.11833288613707,0.2843140776258918,0.9260964297764536,0.0378914714135339,4200,141.04306480498053,0.0031170108117914,8933.232240148609,0.284202056121714,7164.522803730381,8961,8960,8742,8960,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.2810850453099226,1768.7094364182276,0.19737857788396693,0.2811981149730321
10,46,0.0,0.2649059250794225,0.9334126108082887,0.0343143147839192,4326,112.79531832272188,0.2649059250794225,0.9334126108082887,0.0343143147839192,4326,118.8726038512541,0.2647281648618645,7234.47702136173,0.2647281648618645,7234.47702136173,8788,8787,8787,8787,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,46,0.5,0.14299873930168,0.9839494191029156,0.0082919663512709,4051,122.69512542453596,0.2693823221785429,0.936052222780646,0.0328306744113085,4139,134.923155592056,0.1429352981671294,7684.491043820089,0.2692927838035657,7129.846280964748,8810,8809,8754,8809,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.12635748563643628,554.6447628553406,0.06295627274180937,0.1263835828768629
10,46,1.0,0.0034500342185117,0.9994754903328404,0.0002756169862162,4970,146.5760743507417,0.2843821671945278,0.9271594646446192,0.0374047435442585,4228,140.6775188863976,0.0034509202144371,8930.252570462442,0.2842560114621456,7233.945550619285,8961,8960,8756,8960,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.28080509124770847,1696.307019843157,0.18929885278910355,0.2809321329760161
10,47,0.0,0.266157831244762,0.9269223127359428,0.0377448666336317,4329,113.5012960304739,0.266157831244762,0.9269223127359428,0.0377448666336317,4329,120.02182152238674,0.2659474683559642,7229.1397774693105,0.2659474683559642,7229.1397774693105,8808,8807,8807,8807,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,47,0.5,0.1214171906708496,0.988830232763181,0.0059433577772369,3485,105.92514824261887,0.2956272645666049,0.9308579989935496,0.0354519678759606,4069,132.70303109206725,0.1213407234078072,8064.848392617824,0.2955028669868479,7337.795285580804,9074,9073,8743,9073,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1741621435790407,727.0531070370198,0.08012487403978619,0.17421007389575527
10,47,1.0,0.0031401158588713,0.9995089724131774,0.0002580244126279,4971,146.90753127716016,0.2873404673362785,0.9284174410293068,0.0367039726963257,4091,135.0367289853748,0.0031402449738126,8933.016232381753,0.287220204292935,7229.195294773848,8961,8960,8743,8960,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.2840799593191224,1703.8209376079049,0.1901373660984159,0.2842003514774072
10,48,0.0,0.2627026670910655,0.9274145920407052,0.0374780459342096,4284,112.96409947716164,0.2627026670910655,0.9274145920407052,0.0374780459342096,4284,117.90834789269138,0.2625036968005684,7213.7129300410625,0.2625036968005684,7213.7129300410625,8805,8804,8804,8804,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,48,0.5,0.1425695884990757,0.9842444844513524,0.0082626453952904,4869,151.43545810808428,0.2677108569403658,0.9335878428888548,0.0341237285700463,4266,142.73879243130796,0.1424974588467335,7810.489348510417,0.267607424478806,7307.244102042825,8943,8942,8761,8942,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.12510996563207247,503.24524646759164,0.05627253119396082,0.1251412684412901
10,48,1.0,0.0031198262318376,0.999540222335342,0.0002462960302357,4496,133.17695318395272,0.2826878454739272,0.9296316437219152,0.0360442511867656,4247,141.65177699003834,0.0031207353966747,9106.6589317362,0.282553428537854,7357.939412553866,9135,9134,8734,9134,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.2794326931411793,1748.719519182334,0.191430708175406,0.2795680192420896
10,49,0.0,0.2520551804352782,0.939305946992342,0.0312561390751584,4201,110.98444933001883,0.2520551804352782,0.939305946992342,0.0312561390751584,4201,116.04125483892858,0.2519381715626899,7269.761263914944,0.2519381715626899,7269.761263914944,8782,8781,8781,8781,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,49,0.5,0.1328589943208701,0.985574295415022,0.0076615657976912,4450,136.05307345394976,0.2752449100885253,0.9260387258676248,0.0380234157154459,4236,136.85350210324395,0.1327850703603587,7971.124664399914,0.2751072026371461,7299.273201711035,9057,9056,8766,9056,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.14232213227678742,671.8514626888791,0.07418035361475976,0.14238591576765522
10,49,1.0,0.0031198262318373,0.9995621141130622,0.0002345676478435,4496,133.99755380745046,0.2945236996069159,0.9193801905611092,0.041357208410423,4233,136.21025563939477,0.0031207415464017,9106.66779317186,0.2943197853626259,7313.229954386034,9135,9134,8747,9134,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.2911990438162242,1793.437838785827,0.19632598125734285,0.29140387337507856
10,50,0.0,0.2275375020993926,0.9370766629982188,0.0325228043735137,4290,112.31268938595896,0.2275375020993926,0.9370766629982188,0.0325228043735137,4291,116.82736725488212,0.227399870966417,7321.237386919639,0.2273998488572688,7321.237503974554,8814,8813,8813,8813,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,-2.2109148206661544e-08,-0.00011705491488100961,-1.3280566698548855e-08,0.0
10,50,0.5,0.140980298164099,0.984442905182719,0.0081658862405549,4818,149.53516833018512,0.2974338455239693,0.9312406320438448,0.0352408569929013,4138,129.1396579494467,0.1408850531302467,7819.094856748731,0.2973271562448613,7166.416845097077,8951,8950,8739,8950,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.15644210311461457,652.6780116516538,0.0729167703777962,0.1564535473598703
10,50,1.0,0.0031159626528595,0.9995033398996634,0.0002609565082259,4404,131.69420721498318,0.2953407954498536,0.9332758551778872,0.0342644691587524,4226,132.74168703192845,0.0031137248903876,8932.249686104562,0.2952098090224571,7271.534157368829,8960,8959,8756,8959,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.2920960841320695,1660.7155287357327,0.18534771526068447,0.29222483279699407
10,51,0.0,0.2364366318410068,0.922814331803517,0.0398442470818318,4325,115.15383095224388,0.2364366318410068,0.922814331803517,0.0398442470818318,4325,115.03586821863428,0.2362571114774622,7266.498583000588,0.2362571114774622,7266.498583000588,8803,8802,8802,8802,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,51,0.5,0.1164289866966273,0.9891787549322962,0.0055885742098735,4564,139.42788924241904,0.3095201798468323,0.9283925260305236,0.0368007318510612,4222,126.125064821681,0.1163762042029963,7858.671129184629,0.3093851286245936,7019.977877431286,8807,8806,8763,8806,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1930089244215973,838.6932517533423,0.09523029996063839,0.19309119315020498
10,51,1.0,0.0031362522798935,0.9995393932501208,0.0002374997434416,3910,118.37281284690836,0.2810962149781477,0.9321945576984744,0.0347189439764494,4123,116.06727659958416,0.0031372734188646,8765.561907615273,0.2809947889636843,7132.089509864357,8793,8792,8731,8792,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.2778575155448197,1633.4723977509157,0.1857696346811004,0.2779599626982542
