dataset,planning_seed,dPdet,dRMST_rel,dretention,dL,dPostFaultGain,deadhead_total,deadhead_fraction_remaining_budget,assignment_cost,route_length_after_replan,task_splits,empty_sectors,prefix_removed_total,suffix_removed_total,search_inactive_count,remaining_budget_at_failure,postfault_eff_replan,postfault_eff_fixed,postfault_mass_replan,postfault_mass_fixed,postfault_dist_replan,postfault_dist_fixed,termination,budget_utilization,unused_budget
14,48,-0.06928024923238862,-0.03233063846132096,-0.20827180103182819,-0.06965451199010869,-0.0692802492323886,4170.184761218988,0.04170915526078969,4170.184761218988,4660856.610456876,0,0,2869,0,0,99982.47950946473,4.512646438007822e-07,1.147913783118919e-06,0.045121130403786014,0.1147756423938942,99988.17993750346,99986.2917248411,budget_exhausted,1.000028502140196,-5.700428039213875
14,49,-0.05185697073555351,-0.026494257991603744,-0.15591039962440278,-0.052162544164048696,-0.0518569707355535,4306.005423475996,0.04306870418923289,4306.005423475996,4659749.569074251,0,0,2978,0,0,99979.91591659012,4.4553059946203884e-07,9.671956563009395e-07,0.0445459243567741,0.0967084685208223,99983.98406430804,99988.52651043316,budget_exhausted,1.00002034073861,-4.068147721962305
14,50,-0.00026786770656622716,-0.00344550470872024,-0.0008058482052044624,-0.0004207459897304089,-0.0002678677065661994,2582.6765803453422,0.025832352253707863,2582.6765803453422,4620392.474830753,0,0,6749,0,0,99978.37420998454,9.887993020202275e-07,9.928779964429867e-07,0.09886153011146911,0.09928227610119952,99981.3914810457,99994.43683602726,budget_exhausted,1.0000150863552943,-3.017271058866754
14,51,-0.04935396853201751,-0.025786094668183147,-0.14845529016317405,-0.04967203010632992,-0.0493539685320175,3971.721220759017,0.039723328844907514,3971.721220759017,4658642.527691626,0,0,3087,0,0,99984.60190146392,4.708115398460224e-07,9.674968656091605e-07,0.04707981650745327,0.0967518466137823,99997.15920907672,100002.23262001463,budget_exhausted,1.0000627865380631,-12.557307612645673
15,42,-0.05138794319974782,-0.020581224518070464,-0.1392150604446516,-0.051526080582198985,-0.0513879431997479,2318.708509943714,0.02318765324968632,2318.708509943714,4639490.135635812,0,0,4947,0,0,99997.5497725317,3.169442804075287e-07,8.32165752897219e-07,0.03169605387981139,0.08322213446201038,100005.12973149864,100006.68036658457,budget_exhausted,1.0000378997948172,-7.579958963440731
15,43,-0.08532356328233798,-0.031699819524390285,-0.2311523903652527,-0.08557018877176786,-0.085323563282338,2866.718245416816,0.028672826865471304,2866.718245416816,4660028.572578119,0,0,2993,0,0,99980.31442337504,2.0010097700737445e-07,1.0557730330567866e-06,0.020006847484908108,0.10557703625667608,99983.75712163956,99999.74705832198,budget_exhausted,1.0000172134913243,-3.442698264872888
15,44,-0.030327664186901193,-0.0126239593845095,-0.08215632535240369,-0.030399241046276115,-0.030327664186901207,2463.772403263542,0.02463831984359395,2463.772403263542,4619409.775579622,0,0,6856,0,0,99997.58177115032,7.504595990488445e-07,1.054499650635315e-06,0.07505840653611578,0.10545764758239179,100016.58534483016,100007.28546363734,budget_exhausted,1.0000950178683905,-19.003573678113753
15,45,-0.06975670612136647,-0.026141530840590753,-0.18897621152640465,-0.06990162147924878,-0.06975670612136652,2596.7964630017536,0.025968498361737667,2596.7964630017536,4618014.771734189,0,0,6994,0,0,99997.94469548184,6.481452725987533e-07,1.3471791942141178e-06,0.06481744777977733,0.1347190692590261,100004.50596498264,100000.85351497355,budget_exhausted,1.0000328063474953,-6.561269499070477
15,46,-0.06930026265810635,-0.026010688727603253,-0.1876991045675206,-0.0694990260940962,-0.0693002626581063,2917.2091479257556,0.029179262483975277,2917.2091479257556,4639988.510455664,0,0,4898,0,0,99975.42431128387,6.516240010374156e-07,1.3467529615684645e-06,0.06515009842043351,0.1346491245145297,99981.121500607,99980.56685742406,budget_exhausted,1.0000284859466169,-5.697189323371276
15,47,-0.09919382081730777,-0.03689443828137671,-0.26875993838891254,-0.09946296419227069,-0.0991938208173078,4717.277926061447,0.04717387811819705,4717.277926061447,4660099.093962154,0,0,2986,0,0,99997.67062275475,2.0041715309879007e-07,1.1949295138769108e-06,0.02004258892036631,0.119505553112637,100004.35896066677,100010.5459985711,budget_exhausted,1.0000334416895686,-6.688337913772557
15,48,-0.08517684661999891,-0.03167468221033323,-0.23081049757123917,-0.0854368986928929,-0.08517684661999891,2876.9413838314385,0.028770074857360314,2876.9413838314385,4660068.870511854,0,0,2989,0,0,99997.70240762595,2.005666747585797e-07,1.0548605969074976e-06,0.020056453564675725,0.10549335225756862,99998.93346597832,100006.91329910344,budget_exhausted,1.0000061552917492,-1.2310583498328924
15,49,-0.08804913849795071,-0.03214548780685562,-0.23848068900601416,-0.08823909317092032,-0.0880491384979507,4137.7718124152725,0.04137898348400749,4137.7718124152725,4639490.135635812,0,0,4947,0,0,99996.94202286228,3.1205520963101894e-07,1.1944021689204751e-06,0.031208640710423785,0.119447733881344,100009.99742105116,100006.29351611382,budget_exhausted,1.000065276990939,-13.055398187832907
15,50,-0.08095933474451367,-0.031489083553412844,-0.21942357434766147,-0.08117233802649693,-0.0809593347445136,3498.7811896762432,0.034995414502167005,3498.7811896762432,4660099.093962154,0,0,2986,0,0,99978.2754240442,1.878267370575226e-07,9.997428511596492e-07,0.01878146749251952,0.09995380551901634,99993.57805362732,99979.51513539224,budget_exhausted,1.0000765131479177,-15.302629583515227
15,51,-0.017692943595995714,-0.008554112498026966,-0.04792908419465092,-0.01777991278046126,-0.017692943595995603,1334.0013774950921,0.013342809778468342,1334.0013774950921,4618004.6972507555,0,0,6995,0,0,99979.04486713186,6.549684925660414e-07,8.326732264659209e-07,0.06548566272047412,0.08326557550093538,99982.92049731096,99997.90176313928,budget_exhausted,1.000019378150892,-3.8756301784014795
20,42,-0.040796771265187895,-0.016243280094733505,-0.2727943048490359,-0.040984646797766394,-0.0407967712651879,3080.407794435855,0.03080493414621812,3080.407794435855,15955482.09325486,0,0,3231,0,0,99997.22056909616,1.878508311787131e-07,5.976806953469097e-07,0.01878758429899831,0.059772231096764494,100013.31471951072,100006.96285174663,budget_exhausted,1.0000804707520543,-16.094150410906877
20,43,-0.0559594653205823,-0.023371055865735908,-0.37424768854831925,-0.0561859108618033,-0.05595946532058241,3661.356423166487,0.036620789644444866,3661.356423166487,15975518.457447024,0,0,1320,0,0,99980.26964232571,9.711265851192042e-08,6.58969148029904e-07,0.009710830225843597,0.0658967410876469,99995.5142269286,99999.7363831918,budget_exhausted,1.000076222923024,-15.244584604806732
20,44,-0.03653108389444819,-0.014208323128285945,-0.24429261485309228,-0.0367077990044823,-0.0365310838944482,3442.0896148213515,0.03442180006262766,3442.0896148213515,15935878.441210764,0,0,5099,0,0,99997.3740059715,2.924224700644601e-07,6.594313938864423e-07,0.029243253384117096,0.0659510523885994,100003.44151963036,100011.9997319335,budget_exhausted,1.00003033756828,-6.067513655987568
20,45,-0.030243354986756316,-0.012760618486207896,-0.202193432217602,-0.030381243381325793,-0.0302433549867564,1811.3751484853594,0.018114164092913054,1811.3751484853594,15935848.217760464,0,0,5102,0,0,99997.7221799618,3.008409984249128e-07,6.046669541878851e-07,0.030086240595686903,0.060467483977012584,100007.1158957949,100001.30411992686,budget_exhausted,1.00004696857917,-9.393715834012255
20,46,-0.03934579119292289,-0.015856956264099734,-0.26298777014846597,-0.039526260749158396,-0.0393457911929229,2707.287863183567,0.02707958227322618,2707.287863183567,15955854.358502327,0,0,3194,0,0,99975.24466469655,2.096036572792528e-07,6.04919171707817e-07,0.0209565128844858,0.060482773633644196,99981.61843409848,99984.88469606328,budget_exhausted,1.0000318688470156,-6.373769403115148
20,47,-0.03923172342377701,-0.0160342078120145,-0.2623646441987907,-0.039408699326397206,-0.039231723423777,2680.509745799949,0.026805796946120786,2680.509745799949,15955844.284018893,0,0,3195,0,0,99997.39053413448,2.1039135371515143e-07,6.044733249194649e-07,0.021041971066448797,0.060450670392846004,100013.47819139704,100005.5219986754,budget_exhausted,1.0000804382863115,-16.08765726230922
20,48,-0.030090748141906487,-0.012063844246682323,-0.20122190457049627,-0.030231533272520095,-0.0300907481419066,4185.4057438470245,0.04185507479986032,4185.4057438470245,15935838.14327703,0,0,5103,0,0,99997.5693236843,2.9186085897430696e-07,5.941690346026848e-07,0.029188471956559506,0.0594200052290796,100008.17533100257,100005.22034746088,budget_exhausted,1.0000530300365926,-10.606007318507181
20,49,-0.03026383496976169,-0.012056296379257711,-0.20234428389088766,-0.03040593219324629,-0.030263834969761698,1825.6262358092667,0.018256869217297172,1825.6262358092667,15935848.217760464,0,0,5102,0,0,99996.67599522525,3.003725894963775e-07,6.044257049662889e-07,0.0300407550543563,0.0604466872476027,100011.6392268829,100006.81101240398,budget_exhausted,1.0000748161582935,-14.963231658708537
20,50,-0.0495726701260359,-0.019251713530919996,-0.3315277415445811,-0.0497910845098931,-0.049572670126035896,3952.848855821187,0.03953717407262692,3952.848855821187,15975518.457447022,0,0,1320,0,0,99978.0320303138,9.633922456993221e-08,5.943320842127102e-07,0.009632070552332506,0.059423155062225716,99980.77725174784,99983.08460991364,budget_exhausted,1.0000137261071695,-2.7452214339282364
20,51,-0.04962645372781299,-0.019170626128190534,-0.3318446149893972,-0.04982254392398258,-0.049626453727813,3953.137501092875,0.03953976809669488,3953.137501092875,15975518.457447022,0,0,1320,0,0,99978.77305262488,9.544380807998259e-08,5.936633187242413e-07,0.009542791679747309,0.05936533560372989,99983.3501168602,99998.32182878272,budget_exhausted,1.0000228853211586,-4.577064231707482
25,42,-0.0005143942373096871,-0.0007228125708902373,-0.004831928841822042,-0.0005110377488117962,-0.000514394237309701,293.9563296093724,0.002939563472118918,293.9563296093724,15895986.562888674,0,0,8903,0,0,99999.9940118594,4.7044471429346353e-07,4.755677122320149e-07,0.04704957219963931,0.047560609948451106,100010.84244362405,100008.07187946296,budget_exhausted,1.0000542421588137,-10.848431762715336
25,43,-0.001571229863224291,-0.001373212134893426,-0.014744116280829389,-0.0015721735801417919,-0.001571229863224402,2887.540166872206,0.02888166048301609,2887.540166872206,15895895.892537775,0,0,8912,0,0,99978.32945132186,4.5859440653891336e-07,4.743796434094068e-07,0.045855599141600506,0.0474277727217423,99991.62329013164,99978.51590105104,budget_exhausted,1.000066469194003,-13.293838800600497
25,44,-0.0005039841880467022,-0.0007261960172412898,-0.0047318145004894285,-0.0005091897078765978,-0.0005039841880467022,251.31097291831344,0.0025134825233924553,251.31097291831344,15896016.786338974,0,0,8900,0,0,99985.16821955786,4.705734120509915e-07,4.756607897606583e-07,0.0470583840985359,0.0475675738064125,100002.21621836264,100003.14263941626,budget_exhausted,1.0000852399940152,-17.04799880302744
25,45,-0.0015516209581164092,-0.001358047064564309,-0.01456846622479957,-0.0015521754782301944,-0.0015516209581164023,2897.376981930179,0.02897981380270936,2897.376981930179,15895946.264954941,0,0,8907,0,0,99979.14416066054,4.588672793881115e-07,4.7439362155998074e-07,0.045882716726462304,0.0474348922046925,99991.25844764047,99990.57754762622,budget_exhausted,1.0000605714348814,-12.11428697622614
25,46,-0.0017967623831034035,-0.0014394405575041997,-0.01686910848899159,-0.0017980075814058999,-0.0017967623831032994,2935.889454132227,0.029359073758754742,2935.889454132227,15895936.190471508,0,0,8908,0,0,99999.3895671439,4.585082931307047e-07,4.7652325333996607e-07,0.045857437453710195,0.047655445035116,100014.4122597971,100006.54679723922,budget_exhausted,1.0000751134632566,-15.022692651371472
25,47,-0.0011507714222735027,-0.0010854041533968682,-0.010804020312080498,-0.001155672937502794,-0.0011507714222734958,1498.0531168598573,0.014981155805576263,1498.0531168598573,15895905.967021208,0,0,8911,0,0,99995.83051544357,4.6460138883159013e-07,4.762266122542523e-07,0.046465168823073104,0.0476208417605759,100010.8263557428,99996.1794137444,budget_exhausted,1.0000749792014874,-14.99584029748803
25,48,-0.0011592721862072053,-0.0010735363412742323,-0.010885316162435932,-0.001161445699906491,-0.0011592721862073024,1471.3917075909233,0.014717195508779545,1471.3917075909233,15895956.339438373,0,0,8906,0,0,99977.72379344722,4.650560461111364e-07,4.766947758076534e-07,0.046502345843982,0.047663791543888494,99992.9927432212,99988.07195470684,budget_exhausted,1.000076344748858,-15.268949771561893
25,49,-0.0015701554338650031,-0.0013620196741885675,-0.014741022968645878,-0.001563600265646406,-0.0015701554338650031,2859.1915283746016,0.028593011962948247,2859.1915283746016,15895916.04150464,0,0,8910,0,0,99996.16452018538,4.585739856929264e-07,4.741251536879282e-07,0.0458562088887765,0.047419809154422905,99997.40569558402,100015.38367153346,budget_exhausted,1.0000062058769814,-1.241175396280596
25,50,-0.0005075829301266072,-0.0007159918271239762,-0.004767190910429986,-0.0005138701726895983,-0.0005075829301266974,305.8695332005526,0.0030593631952033785,305.8695332005526,15895905.967021208,0,0,8911,0,0,99978.1698623132,4.7045710806388654e-07,4.7557798822952325e-07,0.0470429952434292,0.047556865416118796,99994.22782032004,99998.0373212036,budget_exhausted,1.0000802897900165,-16.05795800330816
25,51,-0.0008856998987953058,-0.0009962845603644556,-0.008316939387431388,-0.0008833832140933001,-0.0008856998987952988,1901.9142488036193,0.019023476672894543,1901.9142488036193,15895926.115988076,0,0,8909,0,0,99977.21665217732,4.6308188280617355e-07,4.719347945176597e-07,0.0463042144766864,0.0471875976907797,99991.4187877382,99987.53692023858,budget_exhausted,1.0000710106777917,-14.202135558298323
30,42,-0.0390304016814324,-0.016095272261392613,-0.17826648366511277,-0.03917272830676141,-0.039030401681432306,2533.405880504699,0.025335199677338886,2533.405880504699,15935848.217760501,0,0,5102,0,0,99995.49688849338,5.533240397575251e-07,9.449929595474168e-07,0.05533795573040988,0.09451068403717129,100010.03346006764,100012.05097066022,budget_exhausted,1.000072682857857,-14.53657157139969
30,43,-0.0699667816078445,-0.026997193369779345,-0.3193345982756072,-0.07025513434028471,-0.0699667816078445,2818.5414515434386,0.028192361532612578,2818.5414515434386,15955370.783297595,0,0,3242,0,0,99975.35851272992,3.090913528910429e-07,1.0117731987388789e-06,0.030906892331001592,0.1011620266712858,99992.74338126346,99984.88475221409,budget_exhausted,1.0000869243426616,-17.384868532331893
30,44,-0.07322564817211238,-0.029690101238973417,-0.3343943008293586,-0.07357606039131112,-0.0732256481721124,3667.020290847886,0.03667041302960457,3667.020290847886,15975518.457447058,0,0,1320,0,0,99999.42700092978,1.6547562413655053e-07,9.012109356085896e-07,0.016549188196867792,0.09012524858817861,100009.82491059467,100004.61049367631,budget_exhausted,1.0000519895483193,-10.397909663879545
30,45,-0.0521996104280133,-0.02178283188364011,-0.2384178168413753,-0.05240841793337361,-0.0521996104280133,3003.2497685864664,0.030034255774528867,3003.2497685864664,15955925.370525928,0,0,3187,0,0,99994.14638845256,4.142435575620209e-07,9.382320923628207e-07,0.041423248371179805,0.09383166630455331,99997.32672964474,100009.01383393307,budget_exhausted,1.0000159017059589,-3.1803411917644553
30,46,-0.04239908058844058,-0.016815791514557837,-0.1934298793243966,-0.04256878011667109,-0.042399080588440705,3850.4809912853793,0.038513349204792074,3850.4809912853793,15934931.439768054,0,0,5193,0,0,99977.82770879554,5.208837152661261e-07,9.46673856539148e-07,0.05208041197089351,0.0946491920875646,99984.71913118837,99980.78158995886,budget_exhausted,1.000034457111962,-6.891422392363893
30,47,-0.06280380176740788,-0.025120670731312182,-0.2867277888802937,-0.06304475664255049,-0.0628038017674079,3027.159879988939,0.030277342383868408,3027.159879988939,15955441.30468163,0,0,3235,0,0,99981.030092053,3.079312053927915e-07,9.383965194415546e-07,0.03079000571519759,0.09383476235774758,99989.88467545022,99994.78942397315,budget_exhausted,1.0000442729169916,-8.854583398322575
30,48,-0.04821505602508769,-0.02041692394358117,-0.22017577964496104,-0.04843199689505148,-0.0482150560250876,2694.1600264047884,0.02694320043381164,2694.1600264047884,15955925.370525926,0,0,3187,0,0,99994.06095141634,4.1588699712332256e-07,9.001885179607902e-07,0.0415929860489566,0.09002498294400789,100010.30649348018,100006.81095993398,budget_exhausted,1.0000812277103122,-16.245542062446475
30,49,-0.06285742802815081,-0.025143121755573768,-0.2868218871777811,-0.06309710121928688,-0.0628574280281508,3045.6599914171957,0.030463653176277784,3045.6599914171957,15955431.230198197,0,0,3236,0,0,99976.8469590137,3.0773410683948253e-07,9.387591774343809e-07,0.030769831315735394,0.09386693253502189,99988.36863339713,99990.4286332084,budget_exhausted,1.000057608371913,-11.521674382587662
30,50,-0.06982163179823839,-0.027014053410411715,-0.31880935548338496,-0.07010653221930971,-0.0698216317982384,2794.7535838843414,0.027953658825429196,2794.7535838843414,15955431.230198197,0,0,3236,0,0,99978.09593862464,3.110227845139525e-07,1.0122592363142325e-06,0.031100466401407387,0.1012069986207166,99994.1738995402,99981.30418569896,budget_exhausted,1.000080389804584,-16.077960916794837
30,51,-0.0409265268875082,-0.016793920212524092,-0.18683409510761406,-0.04108183376861391,-0.0409265268875083,4172.840054716496,0.04172901885435259,4172.840054716496,15935807.919826766,0,0,5106,0,0,99998.51828007316,5.472230501193044e-07,9.579908168621767e-07,0.054723662807040885,0.09580549657565479,100002.48124619412,100006.69619094902,budget_exhausted,1.0000198148306008,-3.962966120161582
