study,dataset,planning_mode,trial,seed,num_drones,budget,fov_deg,victim_model,likelihood,victims_found,path_length,cells_observed,sim_time,wall_time,_job_key
nstep_N4,1,dynamic_4step,49,91,5,200000.0,45.0,random_walk,0.3324585928199863,1,200001.23823699227,11959,8495.0,134.8177149295807,dynamic_4step|seed=91
nstep_N5,1,dynamic_5step,0,42,5,200000.0,45.0,random_walk,0.3510376602868413,0,200003.310209353,12801,8520.0,172.2457184791565,dynamic_5step|seed=42
nstep_N5,1,dynamic_5step,1,43,5,200000.0,45.0,random_walk,0.3400712694580746,0,200000.26654937927,14241,8500.0,175.2027907371521,dynamic_5step|seed=43
nstep_N5,1,dynamic_5step,2,44,5,200000.0,45.0,random_walk,0.34552908607192734,0,200012.40242037625,12417,8511.0,171.88915824890137,dynamic_5step|seed=44
nstep_N5,1,dynamic_5step,3,45,5,200000.0,45.0,random_walk,0.3753608558757581,1,200007.23822560185,14840,8494.0,173.8095247745514,dynamic_5step|seed=45
nstep_N5,1,dynamic_5step,4,46,5,200000.0,45.0,random_walk,0.37581208690333195,1,200015.66168345825,15036,8514.0,175.54883646965027,dynamic_5step|seed=46
nstep_N5,1,dynamic_5step,5,47,5,200000.0,45.0,random_walk,0.3599770681395333,0,200002.95022954937,14562,8524.0,172.98941278457642,dynamic_5step|seed=47
nstep_N5,1,dynamic_5step,6,48,5,200000.0,45.0,random_walk,0.35928196982254407,1,200017.03693906777,13829,8507.0,170.87483596801758,dynamic_5step|seed=48
nstep_N5,1,dynamic_5step,7,49,5,200000.0,45.0,random_walk,0.36596358847199617,1,200015.9162694916,14557,8502.0,171.1710605621338,dynamic_5step|seed=49
nstep_N5,1,dynamic_5step,8,50,5,200000.0,45.0,random_walk,0.3662774341510412,0,200022.66635730944,14642,8504.0,175.37250757217407,dynamic_5step|seed=50
