dataset,planning_seed,k,comparator,dRetention_Pdet,dDegradation_NRMST,dPdet,dRMST_rel
10,49,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.5177438391096338,-0.032660222761146794,0.23999919331445857,0.044850437694576736
10,49,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.39212909837283855,-0.07031612072701483,0.19392287540899938,0.0071430236602731045
10,49,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.12286327094312618,0.004772571918827583
10,49,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.6008598309559219,-0.006048115551233246,0.1259055985045818,-0.0017940026754430748
10,49,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.6569661337120677,-0.008799055187074096,0.12924873332094386,-0.004594405058423416
10,49,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.6912439291075623,-0.018093808993091834,0.13018167004014747,-0.013940674932876937
10,49,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.1918396464863289,0.021226140033978783
10,49,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.5565153524765538,-0.010824049944919145,0.1818257426199974,0.009883631046022277
10,49,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.4703591989375312,-0.028778441994337697,0.15690549430965706,-0.0081202237505359
10,49,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.39032217446698786,-0.05215985278341324,0.13424249244127406,-0.03155315060804718
10,49,0,dynamic_evidence_3step_vs_online_static_3step,,,0.15772643523582042,0.07330601032707292
10,49,1,dynamic_evidence_3step_vs_online_static_3step,-0.15072879026606567,-0.0216897789962606,0.10422226653300079,0.05161623133081239
10,49,2,dynamic_evidence_3step_vs_online_static_3step,-0.13922229460243385,-0.023861167574072698,0.11075045999351471,0.04944484275300015
10,49,3,dynamic_evidence_3step_vs_online_static_3step,-0.2991148307347238,-0.052222311733923,0.06374120536885192,0.02108369859315004
10,49,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.0887500596926177,0.05685244221192172
10,49,1,dynamic_evidence_3step_vs_pizza_repartition,-0.1063843117866976,-0.016913844602574703,0.04830212241758519,0.03993859760934704
10,49,2,dynamic_evidence_3step_vs_pizza_repartition,0.04738464017210264,-0.0038817807668090967,0.08309369900480151,0.052970661445112636
10,49,3,dynamic_evidence_3step_vs_pizza_repartition,0.001806923905850688,-0.018156267943601596,0.05968038296772532,0.03869617426832028
10,49,0,online_static_3step_vs_pizza_repartition,,,-0.06897637554320271,-0.0164535681151512
10,49,1,online_static_3step_vs_pizza_repartition,0.044344478479368066,0.004775934393685899,-0.0559201441154156,-0.01167763372146535
10,49,2,online_static_3step_vs_pizza_repartition,0.1866069347745365,0.0199793868072636,-0.027656760988713197,0.0035258186921124845
10,49,3,online_static_3step_vs_pizza_repartition,0.30092175464057447,0.0340660437903214,-0.004060822401126596,0.017612475675170238
10,50,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.2758067078746337,0.07692162599172526
10,50,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.009503099991458708,-0.02063867639045753,0.25291918770743405,0.056218411509976356
10,50,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.1256249024109567,-0.04629739474155751,0.20930512136371382,0.03055720412133092
10,50,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.17108766547371812,-0.07780085797919538,0.1784155677154426,-0.001208352652869589
10,50,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.12846086766244266,0.008327699103727196
10,50,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.08399145245197948,-0.00345163672160823,0.1285163119258934,0.0048115242908274205
10,50,2,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.0637864097591816,-0.02333939224751541,0.1053546139813218,-0.015078720272625027
10,50,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.37644872747932334,-0.02478883501368908,0.1137577290070805,-0.0167902565753613
10,50,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.19367116807997095,0.019617227326271882
10,50,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.0056422714781518835,-0.01481871123251363,0.1744888510309004,0.004733978002466772
10,50,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.11362816120461094,-0.03340757082900491,0.14893094509378083,-0.013857370631569785
10,50,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.19977966965933647,-0.05491907894508828,0.1319879292622333,-0.035630972284215794
10,50,0,dynamic_evidence_3step_vs_online_static_3step,,,0.147345840212191,0.06859392688799808
10,50,1,dynamic_evidence_3step_vs_online_static_3step,-0.07448835246052077,-0.0171870396688493,0.1244028757815406,0.05140688721914893
10,50,2,dynamic_evidence_3step_vs_online_static_3step,-0.0618384926517751,-0.022958002494042097,0.103950507382392,0.045635924393955946
10,50,3,dynamic_evidence_3step_vs_online_static_3step,-0.20536106200560522,-0.0530120229655063,0.06465783870836209,0.015581903922491713
10,50,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.0821355397946627,0.057304398665453386
10,50,1,dynamic_evidence_3step_vs_pizza_repartition,0.015145371469610591,-0.005819965157943899,0.07843033667653362,0.05148443350750958
10,50,2,dynamic_evidence_3step_vs_pizza_repartition,-0.011996741206345751,-0.012889823912552598,0.060374176269932994,0.044414574752900705
10,50,3,dynamic_evidence_3step_vs_pizza_repartition,-0.028692004185618347,-0.022881779034107097,0.0464276384532093,0.0344226196313462
10,50,0,online_static_3step_vs_pizza_repartition,,,-0.06521030041752829,-0.011289528222544686
10,50,1,online_static_3step_vs_pizza_repartition,0.08963372393013136,0.0113670745109054,-0.04597253910500698,7.754628836064776e-05
10,50,2,online_static_3step_vs_pizza_repartition,0.04984175144542935,0.0100681785814895,-0.04357633111245901,-0.0012213496410552421
10,50,3,online_static_3step_vs_pizza_repartition,0.17666905781998687,0.030130243931399202,-0.01823020025515279,0.01884071570885449
10,51,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.2741278050171573,0.05429074401262973
10,51,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.048199710519543304,-0.014512345101528224,0.24856449791188154,0.03975279081709575
10,51,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.16609306016146475,-0.03673198613872996,0.22038690334211497,0.017375391705726242
10,51,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.16725963996106508,-0.07076335006959884,0.17950509934837267,-0.01675758904935682
10,51,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.11063934743233939,-0.02575558675763576
10,51,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.021413248283813302,-0.004023049836016124,0.10846307832668965,-0.02980424468765756
10,51,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.4678433995434519,0.00506009969316444,0.12664297579529457,-0.020878853232644868
10,51,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.5127579556219537,-0.007018597081085041,0.11546084743791168,-0.03305916683110851
10,51,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.19734659383452138,0.004828157719887398
10,51,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.0556288381783957,-0.015342105167291325,0.17725230014946605,-0.010539555541409623
10,51,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.1468931384933606,-0.03270743542572996,0.1551627682147008,-0.02806264387401622
10,51,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.1853959337675235,-0.05580094025007914,0.13350467389814055,-0.05125776552257946
10,51,0,dynamic_evidence_3step_vs_online_static_3step,,,0.16348845758481792,0.08004633077026549
10,51,1,dynamic_evidence_3step_vs_online_static_3step,-0.0696129588033566,-0.010489295265512101,0.1401014195851919,0.06955703550475331
10,51,2,dynamic_evidence_3step_vs_online_static_3step,-0.30175033938198714,-0.0417920858318944,0.0937439275468204,0.03825424493837111
10,51,3,dynamic_evidence_3step_vs_online_static_3step,-0.3454983156608886,-0.0637447529885138,0.064044251910461,0.016301577781751692
10,51,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.07678121118263592,0.04946258629274233
10,51,1,dynamic_evidence_3step_vs_pizza_repartition,0.007429127658852397,0.0008297600657631004,0.07131219776241549,0.05029234635850537
10,51,2,dynamic_evidence_3step_vs_pizza_repartition,0.019199921668104136,-0.004024550713000001,0.06522413512741418,0.04543803557974246
10,51,3,dynamic_evidence_3step_vs_pizza_repartition,-0.018136293806458426,-0.014962409819519705,0.04600042545023211,0.03450017647322264
10,51,0,online_static_3step_vs_pizza_repartition,,,-0.086707246402182,-0.03058374447752316
10,51,1,online_static_3step_vs_pizza_repartition,0.077042086462209,0.0113190553312752,-0.0687892218227764,-0.019264689146247935
10,51,2,online_static_3step_vs_pizza_repartition,0.3209502610500913,0.0377675351188944,-0.02851979241940622,0.00718379064137135
10,51,3,online_static_3step_vs_pizza_repartition,0.3273620218544302,0.048782343168994095,-0.01804382646022888,0.01819859869147095
