dataset,planning_seed,control,method,dPdet,dRMST_rel,dL,H_common,exposure_multiplicity_control,exposure_multiplicity_method,revisit_fraction_control,revisit_fraction_method,replans_control,replans_method,planner_wall_time_control,planner_wall_time_method,initial_positions_hash,planning_seed_common,w
5,48,random_uniform_n8_uncoordinated,online_static_3step,0.18667719490509763,0.04093220990482133,0.1869089288212815,8841.0,,21.743403205918614,0.9971000990690138,0.9540090394070512,8000.0,3998.0,0.0,391.2171831007581,096d75f1a2a4ad7097adefed71cdbf20124d138d7ae6e149970f4c9c1a6e5cd3,48,
5,49,random_uniform_n8_uncoordinated,online_static_3step,0.1335189112752359,0.005451566420927301,0.1336756492495673,8988.0,,31.294261294261293,0.996233286441146,0.9680452594615684,8000.0,4236.0,0.0,414.5504486935679,6e26f93fd2805cf3cc1744ab108d70ccb3eee9161153ee8e1978b8fcc8a5f3c6,49,
5,50,random_uniform_n8_uncoordinated,online_static_3step,0.13472851388726453,0.02034262539084764,0.1348832324224133,8792.0,,31.270260621206717,0.9973213934006486,0.9680207334338036,8000.0,4622.0,0.0,449.4463568904903,28a17723e483e361e906553b02d9b7735f2e72540a6ab861c38f893f918280ba,50,
5,51,random_uniform_n8_uncoordinated,online_static_3step,0.19928049798275094,0.0755133775861948,0.19954270482835,8510.0,,18.59617947578854,0.9975951745798126,0.946225513616818,8000.0,4045.0,0.0,405.6416730138008,085478ade9679704a3f3853de68fe8e1c6a3b2b9328ccb65101897cc1e0d46f2,51,
6,42,random_uniform_n8_uncoordinated,online_static_3step,0.22493278547550397,0.07831445758105131,0.22501890646614509,8518.0,,13.998433893834488,0.9956688333453826,0.9285634373399124,8000.0,4114.0,0.0,405.6163976539392,18b2f0f369843e76e9c50d96b6e34fd31bf7bda2e8a89b0bec71629b106e9456,42,
6,43,random_uniform_n8_uncoordinated,online_static_3step,0.26303907113167974,0.09655149519034052,0.2631731006199202,8509.0,,11.30243869936034,0.9973935422876427,0.9115235192510628,8000.0,3927.0,0.0,392.8215494926553,bc38415fe8b1b692a07e76893173e91311c7cc58998e875fd881d7e9caf4f565,43,
6,44,random_uniform_n8_uncoordinated,online_static_3step,0.24934677977060699,0.09348010439727689,0.2495008605940484,8512.0,,12.031416211616197,0.9967782997821579,0.9168842651262856,8000.0,4107.0,0.0,415.7466882786248,11931ba3b2606720673fab484cd387b8c38bd1122400df06ded2cf949a538117,44,
6,45,random_uniform_n8_uncoordinated,online_static_3step,0.23138579291750203,0.08120808797074297,0.23148450475513166,8494.0,,13.678083851684304,0.9964967859818858,0.926890344375476,8000.0,4032.0,0.0,407.3811656336766,12552005c3b7dcefe6e0faf61ca7b7f591652f85e619dc40510fcf51611ff1a7,45,
6,46,random_uniform_n8_uncoordinated,online_static_3step,0.2316484194641558,0.0746143393164309,0.23177737966765766,8501.0,,13.21492117995942,0.9966722020570649,0.92432796333916,8000.0,4219.0,0.0,420.9542664263863,d149dc67b56dcaf541d65edc8d6897fe37b1f06d852ebca5858e5266f5dbac25,46,
6,47,random_uniform_n8_uncoordinated,online_static_3step,0.19491023124516835,0.05800455346747507,0.19503013683930415,8502.0,,17.930119462945342,0.9972737902854966,0.9442279231844152,8000.0,3973.0,0.0,399.3502298016101,6069ba6c504dc099683bda0ad8071d3118351515ee682d0db0c79422570e4068,47,
